INSTNM,CITY,STABBR,CONTROL,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,PCTFLOAN,PCTPELL,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ADM_RATE,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS
Lake Forest Graduate School of Management,Lake Forest,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Lake Land College,Mattoon,IL,1,3701,3459,13084,0.1131,0.2784,31800,27900,NULL,0.0747,0,0,0,0.0045,0.0128,0.0166,0.0757,0,0.0021,0.0346,0,0.14,0.0003,0,0.1085,0,0,0,0,0.0747,0,0,0,0,0,0,0.0003,0.0028,0,0.1023,0.0957,0.0225,0,0,0.103,0.1289,0,3701
Lakeview College of Nursing,Danville,IL,2,270,NULL,NULL,0.4968,0.5063,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,270
Lewis and Clark Community College,Godfrey,IL,1,4404,3388,10392,0.129,0.2445,29500,24800,NULL,0.0014,0,0,0,0.0101,0.0086,0.0682,0,0,0.005,0.0409,0,0.0043,0.0208,0,0.0668,0,0.0007,0,0,0.2154,0.005,0,0,0,0,0,0.0739,0,0,0.0079,0.0452,0.0337,0,0.0129,0.3116,0.0675,0,4404
Lewis University,Romeoville,IL,2,4605,27830,27830,0.6766,0.3161,50100,46500,0.6191,0,0.0038,0,0,0.0311,0,0.0264,0,0.0358,0,0,0,0,0.0066,0.0132,0.017,0,0.0415,0.0075,0,0,0.0236,0.0057,0,0.0189,0,0.0631,0.1357,0.0283,0.0123,0,0.0038,0,0.0867,0.0198,0.2177,0.1913,0.0104,4605
Lincoln Christian University,Lincoln,IL,2,553,16050,16050,0.7352,0.5217,31200,27900,0.4758,0,0,0,0,0,0,0,0,0.0745,0,0,0,0,0,0,0.0559,0,0,0,0,0,0,0.0124,0.5528,0,0,0.0435,0,0.087,0,0,0,0,0,0,0.0435,0.1304,0,553
Lincoln College,Lincoln,IL,2,1184,17500,17500,0.704,0.5927,32500,30000,0.5624,0,0,0,0,0,0,0,0.1193,0,0,0,0,0,0,0,0.5579,0,0,0,0,0,0.014,0,0,0,0,0,0.0737,0,0,0,0,0,0,0.0246,0.0561,0.1544,0,1184
Lincoln Land Community College,Springfield,IL,1,5573,2748,7716,0.1615,0.3507,31700,28100,NULL,0.0074,0,0,0,0,0,0.0167,0.0056,0.0005,0.0009,0.0107,0,0.0051,0.0009,0,0.2568,0,0,0,0,0.1127,0,0,0,0,0,0,0.0788,0,0,0.0032,0.0732,0.0172,0.0617,0.0037,0.2735,0.0714,0,5573
Lincoln College of Technology-Melrose Park,Melrose Park,IL,3,717,NULL,NULL,0.8122,0.836,43400,41200,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8068,0,0,0,0.1932,0,0,717
Loyola University Chicago,Chicago,IL,2,10042,37412,37412,0.6092,0.2817,57900,50700,0.6334,0,0.0144,0,0.0013,0.0805,0,0.0114,0,0.0216,0,0,0.0093,0,0.0292,0.0365,0,0,0.1513,0.0093,0,0.0008,0,0.011,0.0017,0.0136,0,0.1102,0.0322,0.0203,0.0877,0,0,0,0,0.0259,0.1382,0.1632,0.0301,10042
Lutheran School of Theology at Chicago,Chicago,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trinity College of Nursing & Health Sciences,Rock Island,IL,2,203,27067,27067,0.6325,0.3462,45100,44300,0.5714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,203
CET-Chicago,Chicago,IL,2,151,NULL,NULL,0.792,0.9744,24900,21700,NULL,0,0,0,0,0,0,0.1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5342,0,0,0,0,0.2919,0,0,151
Steven Papageorge Hair Academy,Chicago,IL,3,64,NULL,NULL,0.641,0.6538,20600,15900,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
MacCormac College,Chicago,IL,2,183,12820,12820,0.8,0.6605,31000,29300,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0.0556,0.3333,0,183
MacMurray College,Jacksonville,IL,2,546,23600,23600,0.8782,0.5818,39200,37300,0.7837,0,0,0,0,0,0,0,0,0.1171,0,0,0.009,0,0,0.009,0.009,0,0.0541,0,0,0,0.0721,0.009,0,0,0,0.1081,0.0991,0.045,0,0,0,0,0,0.027,0.2523,0.1802,0.009,546
McCormick Theological Seminary,Chicago,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
McHenry County College,Crystal Lake,IL,1,4548,3164,12085,0.1148,0.2549,32400,29700,NULL,0.0084,0,0,0,0,0.0096,0.0137,0.0227,0,0.0024,0.0269,0,0.0191,0.0006,0,0.0621,0,0,0,0,0.2599,0.0054,0,0,0,0,0,0.0514,0,0,0.0042,0.0299,0,0,0.0167,0.2867,0.1804,0,4548
McKendree University,Lebanon,IL,2,2452,26900,26900,0.5611,0.3622,45800,43700,0.6115,0,0.002,0,0,0.0313,0,0.041,0,0.0762,0,0,0.002,0,0,0.0137,0,0,0.0215,0.0156,0,0.002,0.0059,0.002,0,0.002,0,0.0723,0,0,0.0801,0,0,0,0,0.0254,0.2695,0.3242,0.0137,2452
Meadville Lombard Theological School,Chicago,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Methodist College,Peoria,IL,2,595,19600,19600,0.8583,0.4469,PrivacySuppressed,PrivacySuppressed,0.4386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595
Midstate College,Peoria,IL,3,510,16230,16230,0.7937,0.6611,30300,26900,0.88,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0.0728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3642,0.5099,0,510
Millikin University,Decatur,IL,2,2082,29620,29620,0.7603,0.4013,47500,42000,0.6273,0,0,0,0,0.069,0,0,0,0.1014,0,0,0.0041,0,0,0.0304,0,0,0.0426,0.0101,0,0.002,0.0467,0.0203,0,0.0284,0,0.0304,0,0.0426,0.0264,0,0,0,0,0.1724,0.1278,0.2211,0.0243,2082
Monmouth College,Monmouth,IL,2,1281,33200,33200,0.7801,0.4231,45200,39500,0.6906,0,0.0038,0,0,0.1364,0,0.0152,0,0.1023,0,0,0.0379,0,0,0.053,0,0,0.0492,0.0227,0,0.0417,0.0417,0,0,0.0152,0,0.0833,0,0,0.0833,0,0,0,0,0.0417,0,0.2311,0.0417,1281
Moody Bible Institute,Chicago,IL,2,3139,11348,11348,0,0.398,NULL,NULL,0.7207,0,0,0,0,0.0476,0,0,0,0.0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8883,0,0,0,0,0,0,0,0.0275,0,0,0,0,0,0,3139
Moraine Valley Community College,Palos Hills,IL,1,11460,3936,10146,0.0679,0.2826,36100,31600,NULL,0,0,0,0,0,0.0039,0.1615,0.0139,0.0052,0,0.0597,0,0.0058,0,0,0.1379,0,0,0,0,0.2734,0.0029,0,0,0,0,0,0.0363,0,0,0,0.0882,0.0214,0,0.0055,0.1421,0.0422,0,11460
Morrison Institute of Technology,Morrison,IL,2,85,15590,15590,0.7158,0.4947,44300,43900,NULL,0,0,0,0,0,0,0.25,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
Morton College,Cicero,IL,1,2747,3508,9652,0.0422,0.5778,34500,30500,NULL,0,0,0,0,0,0,0.0083,0,0,0,0.0315,0,0.136,0,0,0.2869,0,0,0,0,0.1327,0,0,0,0,0,0,0.0464,0,0,0,0.0381,0,0,0.0066,0.2239,0.0896,0,2747
Mr John's School of Cosmetology Esthetics & Nails-Decatur,Decatur,IL,3,66,NULL,NULL,0.5826,0.7043,19200,15000,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
National Louis University,Chicago,IL,2,1307,12867,12867,0.6293,0.5046,49000,42100,0.9744,0,0,0,0,0,0,0.002,0,0.0656,0,0,0,0.0471,0,0.0041,0,0,0.002,0,0,0.3934,0,0,0,0,0,0.0389,0,0.0512,0.0205,0,0,0,0,0,0.0697,0.3053,0,1307
National University of Health Sciences,Lombard,IL,2,67,NULL,NULL,0.6612,0.3967,43500,38800,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4082,0,0,67
Niles School of Cosmetology,Niles,IL,3,53,NULL,NULL,0.2079,0.4059,20000,16600,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
North Central College,Naperville,IL,2,2685,34230,34230,0.6943,0.2567,48100,45400,0.5984,0,0,0,0.0014,0.0567,0.0028,0.0184,0,0.085,0,0,0.0184,0,0,0.0212,0.0028,0,0.051,0.0184,0,0.0198,0.0992,0.0057,0,0.0212,0,0.1303,0,0,0.1105,0,0,0,0,0.0765,0.0099,0.238,0.0127,2685
North Park University,Chicago,IL,2,2181,24600,24600,0.7005,0.3775,46000,42500,0.5461,0,0.002,0,0,0.0626,0,0,0,0.0566,0,0,0.0081,0.004,0,0.0283,0,0,0.0586,0.004,0,0.0141,0.0525,0.0101,0.0263,0.0081,0,0.0465,0.0364,0,0.0343,0,0,0,0,0.0384,0.2687,0.2202,0.0202,2181
Northern Baptist Theological Seminary,Lombard,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Northern Illinois University,Dekalb,IL,1,15391,13505,22784,0.6685,0.4433,47400,43800,0.5089,0,0.006,0,0,0.0824,0,0.0174,0,0.0639,0.0435,0.0177,0.012,0.0476,0,0.0259,0.0305,0,0.0272,0.015,0,0.0011,0.021,0.0044,0,0.0259,0,0.0607,0,0.0027,0.0914,0,0,0,0,0.0503,0.1712,0.1671,0.0152,15391
Northwestern College-Chicago Campus,Chicago,IL,3,334,17265,17265,0.9467,0.9518,31800,29700,0.9353,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1869,0,0,0,0,0,0,0,0.4953,0.2523,0,334
Northwestern University,Evanston,IL,2,8725,47251,47251,0.3237,0.14,88400,64400,0.1311,0,0.0066,0.0027,0.0074,0.183,0,0.0164,0,0.0059,0.1455,0,0.0145,0,0,0.0184,0.0004,0,0.0637,0.0301,0,0.009,0,0.0102,0,0.018,0,0.079,0,0.0458,0.1643,0,0,0,0,0.0876,0.0156,0.052,0.0239,8725
Northeastern Illinois University,Chicago,IL,1,8284,8868,16164,0.313,0.4836,39600,36300,0.5761,0,0.0124,0,0.0077,0.0652,0,0.029,0,0.0758,0,0,0.0201,0,0,0.0367,0.1078,0,0.0533,0.0154,0,0,0,0.0077,0,0.019,0,0.0634,0.0699,0.0835,0.0924,0,0,0,0,0.0213,0.0207,0.1653,0.0332,8284
Oakton Community College,Des Plaines,IL,1,9932,3061,10418,0.015,0.1952,41000,36600,NULL,0,0,0,0,0,0.0019,0.0477,0,0.0005,0.0039,0.0307,0,0.0307,0.0049,0,0.4158,0,0,0,0,0.0058,0,0,0,0,0,0,0.0365,0.0039,0,0.0029,0.0331,0,0,0.0058,0.3121,0.0638,0,9932
Oehrlein School of Cosmetology,East Peoria,IL,3,61,NULL,NULL,0.9059,0.6824,21700,19300,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Olivet Nazarene University,Bourbonnais,IL,2,3504,31390,31390,0.7235,0.3292,42400,38500,0.7449,0,0,0.009,0,0.036,0,0.0116,0,0.0978,0.0373,0,0,0.0167,0,0.0167,0.0013,0,0.036,0.0051,0,0,0.0232,0.0064,0.0579,0.0167,0,0.0373,0.0245,0.045,0.0335,0,0,0,0,0.027,0.2625,0.1918,0.0064,3504
Parkland College,Champaign,IL,1,7232,3945,14355,0.2759,0.3297,33500,29600,NULL,0.0165,0,0,0,0.0101,0.0057,0.0488,0.0063,0.0025,0.0044,0.0076,0,0.007,0,0,0.1109,0,0,0,0,0.1267,0.0057,0,0,0,0,0,0.0127,0,0,0.0032,0.1071,0.0013,0.0285,0.0044,0.4183,0.0722,0,7232
Pivot Point Academy-Evanston,Evanston,IL,3,138,NULL,NULL,0.5259,0.3625,25800,21200,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138
Prairie State College,Chicago Heights,IL,1,4188,3372,9084,0.2079,0.4579,32400,28600,NULL,0,0,0,0,0.0009,0.0124,0.0213,0,0.0009,0,0.0168,0,0.0717,0,0,0.1957,0,0,0,0,0.054,0.023,0,0,0,0,0,0.0762,0,0,0.0381,0.0859,0.0124,0,0.0133,0.3596,0.0177,0,4188
Professional's Choice Hair Design Academy,Joliet,IL,3,61,NULL,NULL,0.6714,0.6143,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
Quincy University,Quincy,IL,2,1075,26572,26572,0.7023,0.4189,44300,38300,0.8893,0,0,0,0,0.0608,0,0.0114,0,0.1103,0,0,0.0038,0,0,0.0038,0.0456,0,0.0989,0.0076,0,0,0.0684,0.0076,0,0.0266,0,0.0646,0.0722,0.0532,0.019,0,0,0,0.0076,0.0152,0.0913,0.2167,0.0152,1075
Vatterott College-Quincy,Quincy,IL,3,140,12027,12027,0.215,0.215,30400,27400,NULL,0,0,0,0,0,0,0,0.1456,0,0,0.0388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2913,0.3107,0,0,0,0.2136,0,0,140
The Illinois Institute of Art-Chicago,Chicago,IL,3,1807,17488,17488,0.8376,0.6413,37300,33300,NULL,0,0,0,0,0.0205,0.0359,0.0667,0.2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3744,0,0.2128,0,1807
Rend Lake College,Ina,IL,1,1836,3000,4650,0,0.367,29100,26200,NULL,0.0575,0,0,0,0,0,0.0088,0.0335,0.0024,0.0008,0.0423,0,0.0248,0,0,0.1621,0,0,0,0,0.1134,0,0,0,0,0,0,0.0072,0,0,0.0008,0.0911,0.0639,0.0104,0.012,0.3594,0.0096,0,1836
Richland Community College,Decatur,IL,1,2554,3444,13164,0.1419,0.3808,30400,26800,NULL,0.0323,0,0,0,0,0,0.0471,0.0659,0,0.0013,0.0511,0,0.039,0,0,0.1548,0,0,0,0,0.1104,0,0,0,0,0.004,0,0.0767,0,0,0.0848,0.074,0.0148,0,0.0013,0.183,0.0592,0,2554
Robert Morris University Illinois,Chicago,IL,2,2778,23700,23700,0.8195,0.6073,35100,31800,0.2433,0,0,0,0,0,0,0.0644,0.0575,0,0,0,0,0,0.0357,0,0,0,0,0,0,0.0714,0.0535,0,0,0,0,0,0,0,0,0,0,0,0,0.0763,0.0981,0.5431,0,2778
Rock Valley College,Rockford,IL,1,6937,3044,14774,0.0952,0.3703,34300,31200,NULL,0,0,0,0,0.0041,0.0041,0.0318,0,0,0.0053,0.0253,0,0.0065,0,0,0.3502,0,0,0,0,0.1118,0.0018,0,0,0,0,0,0.0218,0.0053,0,0.0018,0.0918,0.0177,0,0,0.2843,0.0365,0,6937
Madison Media Institute-Rockford Career College,Rockford,IL,3,432,10964,10964,0.8802,0.8037,24500,22600,NULL,0.0533,0,0,0,0,0,0.0333,0,0,0,0,0,0,0.0367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.0767,0,432
Rockford University,Rockford,IL,2,1017,27530,27530,0.8148,0.5113,41500,39300,0.548,0,0,0,0,0,0,0.0039,0,0.1535,0,0,0.0079,0.0394,0,0.0118,0,0,0.0591,0.0197,0,0,0,0.0079,0,0.0118,0,0.0591,0,0,0.0945,0,0,0,0,0.0512,0.2165,0.2441,0.0197,1017
Roosevelt University,Chicago,IL,2,3727,26900,26900,0.7253,0.4371,46800,44700,0.7764,0,0,0,0,0.0345,0,0.027,0,0.0561,0,0,0,0,0.0097,0.0291,0.0205,0,0.0539,0.0086,0,0.0183,0,0.0065,0,0.0032,0,0.1521,0.0464,0.0022,0.0669,0,0,0,0,0.0766,0.0032,0.3603,0.0248,3727
Dominican University,River Forest,IL,2,2149,29770,29770,0.6491,0.4274,45700,42600,0.6067,0.0047,0.0047,0,0.0024,0.0354,0,0.0212,0,0.0118,0,0,0.0094,0.0307,0.0071,0.0354,0.0047,0,0.0448,0.0307,0,0.0873,0,0.0071,0.0071,0.0071,0,0.0896,0,0,0.1557,0,0,0,0,0.0755,0.1392,0.1698,0.0189,2149
Rush University,Chicago,IL,2,137,NULL,NULL,0.6532,0.3306,107100,73400,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,137
Saint Francis Medical Center College of Nursing,Peoria,IL,2,401,NULL,NULL,0.5167,0.3714,58300,54200,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,401
University of St Francis,Joliet,IL,2,1732,28790,28790,0.6871,0.3404,47700,45200,0.5056,0,0.0067,0,0,0.0225,0,0.0157,0,0.0966,0,0,0,0,0,0.0135,0.0135,0,0.0629,0.0112,0,0.0022,0.0427,0,0.0045,0,0,0.0337,0.0584,0.0427,0.0045,0,0,0,0,0.0135,0.3933,0.1551,0.0067,1732
St. John's College-Department of Nursing,Springfield,IL,2,119,NULL,NULL,0.75,0.1935,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,119
Saint Xavier University,Chicago,IL,2,2940,30100,30100,0.7531,0.5048,48100,43200,0.4964,0,0,0,0,0.0295,0,0.0197,0,0.0836,0,0,0.0016,0,0,0.018,0.0918,0,0.0852,0.0098,0,0.0016,0,0.0115,0,0.0115,0,0.1197,0.0311,0,0.0361,0,0,0,0,0.018,0.2393,0.1754,0.0164,2940
University of Illinois at Springfield,Springfield,IL,1,2969,11367,20517,0.5406,0.3679,45400,42600,0.6158,0,0.0072,0,0,0.0754,0,0.1014,0,0,0,0,0,0,0.0188,0.0667,0.042,0,0.0594,0.0391,0,0.0043,0,0.0072,0,0.013,0,0.1116,0.0638,0.0464,0.0362,0,0,0,0,0.0188,0.0159,0.2333,0.0391,2969
Sauk Valley Community College,Dixon,IL,1,1704,3146,9754,0.1414,0.3982,32500,28800,NULL,0,0,0,0,0,0,0.0377,0,0,0.0012,0.0035,0,0.0247,0,0,0.0565,0,0,0,0,0.1437,0,0,0,0,0,0,0.1237,0.0024,0,0,0.0236,0.1119,0.0094,0.0212,0.3463,0.0942,0,1704
Shawnee Community College,Ullin,IL,1,1336,3040,5088,0,0.3708,28000,23400,NULL,0,0.0019,0,0,0,0,0.0117,0.0234,0,0,0,0,0,0,0,0.3704,0,0,0,0,0.1131,0,0,0,0,0,0,0.0136,0.0019,0,0.0019,0.0097,0.0253,0.0331,0,0.3879,0.0058,0,1336
Shimer College,Chicago,IL,2,74,32499,32499,0.7835,0.4948,PrivacySuppressed,PrivacySuppressed,0.3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7879,0,0,0,0,0.0606,0,0,0,0,0,0,0,0,0.1515,0,0,0,0,0,0,0,0,74
Saint Augustine College,Chicago,IL,2,1486,9576,9576,0,0.7019,26700,24900,NULL,0,0,0,0,0,0,0.0327,0.0531,0.4571,0,0,0,0,0,0,0.1633,0,0,0,0,0,0,0,0,0,0,0,0,0.0735,0,0,0,0,0,0,0.0408,0.1796,0,1486
University of Saint Mary of the Lake,Mundelein,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Southeastern Illinois College,Harrisburg,IL,1,1104,2910,4770,0,0.4145,32300,28000,NULL,0,0.0149,0,0,0,0.0025,0.0297,0.0866,0,0.0198,0.0223,0,0.0619,0,0,0.1832,0,0,0,0,0.1658,0.0149,0,0,0,0,0,0.0297,0,0,0.0173,0.0446,0.0668,0,0,0.2153,0.0248,0,1104
National Latino Education Institute,Chicago,IL,2,95,NULL,NULL,0.3277,0.7815,28200,28300,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,95
Spertus College,Chicago,IL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Spoon River College,Canton,IL,1,1160,4050,9720,0.1553,0.3184,30900,28000,NULL,0.0541,0.0129,0,0,0,0,0.0052,0,0,0,0,0,0.0052,0,0,0.4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335,0.0902,0,0.3454,0,0,1160
Saint Anthony College of Nursing,Rockford,IL,2,232,NULL,NULL,0.7273,0.3939,56800,57600,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,232
Educators of Beauty College of Cosmetology-Sterling,Sterling,IL,3,43,NULL,NULL,0.5676,0.5,16900,14000,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
Southern Illinois University-Carbondale,Carbondale,IL,1,13171,12248,24871,0.6092,0.433,47400,41200,0.8153,0.0422,0.0148,0.0145,0.0005,0.0441,0,0.0191,0.004,0.1537,0.0449,0.0701,0.0064,0.0048,0.0073,0.0301,0.0167,0,0.0376,0.0032,0,0.0167,0.0352,0.0019,0,0.0073,0,0.0363,0.0124,0.0236,0.0693,0,0.0099,0,0.0344,0.05,0.0943,0.0814,0.0134,13171
Southern Illinois University-Edwardsville,Edwardsville,IL,1,11371,9738,20682,0.5999,0.3621,45900,39800,0.8696,0,0,0,0,0.0344,0,0.0196,0,0.0795,0.0772,0.0085,0.0098,0,0,0.0545,0.0022,0,0.0647,0.0067,0,0,0.0406,0.0031,0,0.0143,0,0.0777,0.0393,0.0143,0.0661,0,0,0,0,0.0406,0.1272,0.1969,0.0228,11371
Taylor Business Institute,Chicago,IL,3,98,13500,13500,1,1,27300,20800,1,0,0,0,0,0,0,0,0,0,0,0.0323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5484,0,0,0,0,0,0,0,0.3871,0.0323,0,98
Telshe Yeshiva-Chicago,Chicago,IL,2,67,12000,12000,0,0.2985,PrivacySuppressed,PrivacySuppressed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67
South Suburban College,South Holland,IL,1,3873,4133,11723,0,0.6269,30400,26100,NULL,0,0,0,0,0,0,0.0525,0,0.0031,0,0.0062,0.0185,0.0571,0.0324,0,0.1698,0,0,0,0,0.1821,0,0,0,0,0,0,0.0571,0.0062,0,0.0108,0,0,0,0.0262,0.2716,0.1065,0,3873
Tri-County Beauty Academy,Litchfield,IL,3,19,NULL,NULL,0.5,0.5,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
Trinity Christian College,Palos Heights,IL,2,1237,25515,25515,0.7149,0.3548,45500,41700,0.9022,0,0,0,0,0.0261,0,0.0075,0,0.2873,0,0,0,0,0,0.0075,0,0,0.0336,0.0037,0,0,0.0448,0.0075,0.0224,0.0037,0,0.0672,0.0485,0.0261,0.0075,0,0,0,0,0.0299,0.1493,0.2127,0.0149,1237
Trinity International University-Illinois,Deerfield,IL,2,857,27360,27360,0.8802,0.4891,44200,38100,1,0,0,0,0,0.0432,0,0,0,0.0919,0,0,0,0,0,0.0054,0.0378,0,0,0.0054,0,0,0.027,0.0108,0.2541,0,0,0.1838,0,0,0.0162,0,0,0,0,0.0378,0.0865,0.1838,0.0162,857
