INSTNM,CITY,STABBR,CONTROL,UGDS,TUITIONFEE_IN,TUITIONFEE_OUT,PCTFLOAN,PCTPELL,MN_EARN_WNE_P10,MD_EARN_WNE_P10,ADM_RATE,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,UGDS
Baldwin Wallace University,Berea,OH,2,3276,28814,28814,0.8166,0.341,49300,44900,0.6397,0,0.0093,0,0,0.0582,0,0.0185,0,0.1058,0,0,0.0079,0,0,0.0423,0,0,0.0728,0.0132,0,0.037,0.041,0.0053,0,0.0238,0,0.0503,0.0317,0,0.0423,0,0,0,0,0.1071,0.1124,0.1918,0.0291,3276
Belmont College,Saint Clairsville,OH,1,985,3596,6030,0.5338,0.587,30800,24900,NULL,0,0,0,0,0,0,0.0885,0,0.0164,0,0.1377,0,0.0066,0,0,0.0557,0.0262,0,0,0,0.0066,0,0,0,0,0,0,0.0492,0,0,0,0,0.0393,0,0,0.4328,0.141,0,985
Bluffton University,Bluffton,OH,2,896,29316,29316,0.8139,0.4055,40400,37600,0.5603,0,0,0,0,0.0267,0,0.0053,0,0.1551,0,0,0.0107,0.0374,0,0.0267,0,0,0.0107,0.0267,0,0,0.1016,0,0.016,0.0053,0,0.0267,0.0214,0.0802,0.0053,0,0,0,0,0.0214,0.0053,0.3904,0.0267,896
Fortis College-Ravenna,Ravenna,OH,3,269,11942,11942,0.7978,0.8596,26200,23600,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784,0,0,0,0.1765,0.2092,0,0,0.4771,0.0588,0,269
Bowling Green State University-Firelands,Huron,OH,1,1573,4946,12254,0.4588,0.4179,42200,38800,NULL,0,0,0,0,0,0,0.0204,0,0.0204,0,0.0068,0,0.0226,0,0,0.7986,0,0,0,0,0,0,0,0,0,0,0,0.0317,0,0,0,0,0,0,0.0023,0.0814,0.0158,0,1573
Bowling Green State University-Main Campus,Bowling Green,OH,1,13697,10726,18034,0.6624,0.3312,42200,38800,0.5337,0,0.0135,0.0149,0.0057,0.0294,0,0.0169,0,0.2038,0,0.0277,0.0068,0.0196,0,0.0453,0.0429,0,0.0392,0.0051,0,0.0115,0.0531,0.0037,0,0.0105,0,0.0365,0.0233,0.0128,0.0389,0,0,0,0,0.1024,0.1,0.1254,0.0112,13697
Bryant & Stratton College-Parma,Parma,OH,3,541,15457,15457,0.8862,0.786,24300,22400,NULL,0,0,0,0,0,0,0.0382,0,0,0,0,0,0,0.0446,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828,0,0,0,0,0,0,0,0.6688,0.1656,0,541
Buckeye Hills Career Center,Rio Grande,OH,1,159,NULL,NULL,0.5106,0.6525,35400,34400,NULL,0,0,0,0,0,0,0,0.1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0667,0,0,0,0.0333,0.1111,0,0,0.6778,0,0,159
Butler Tech-D Russel Lee Career Center,Hamilton,OH,1,370,NULL,NULL,0.3655,0.462,32800,31700,0.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3745,0,0,0,0.206,0.1124,0,0,0.3071,0,0,370
Canton City Schools Adult Career and Technical Education,Canton,OH,1,104,NULL,NULL,0.925,0.9333,29100,24700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0,0,0,0.908,0,0,104
Capital University,Columbus,OH,2,2636,32190,32190,0.7152,0.311,44200,41100,0.7274,0,0.0066,0,0,0.0329,0,0.0049,0,0.1252,0,0,0.0016,0,0,0.0198,0,0,0.0511,0.0066,0,0.028,0.0395,0.0148,0,0.0066,0,0.0593,0,0.0758,0.056,0,0,0,0,0.1071,0.2109,0.14,0.0132,2636
Carousel Beauty College-Middletown,Middletown,OH,3,24,NULL,NULL,0.5417,0.8125,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
Carousel Beauty College-Dayton,Dayton,OH,3,28,NULL,NULL,0.0385,0.8462,16200,14000,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
Carousel of Miami Valley Beauty College,Huber Heights,OH,3,37,NULL,NULL,0.4545,0.8,NULL,NULL,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
Case Western Reserve University,Cleveland,OH,2,4807,43158,43158,0.5419,0.1867,79500,68600,0.3831,0,0,0,0.0044,0,0,0.0452,0,0.0011,0.3139,0,0.0165,0.0077,0,0.0209,0,0,0.1333,0.0242,0,0.0363,0,0.0044,0,0.0573,0,0.0474,0,0,0.1046,0,0,0,0,0.0253,0.0617,0.0914,0.0044,4807
Cedarville University,Cedarville,OH,2,3082,26420,26420,0.5082,0.2191,45600,40700,0.7449,0,0.0042,0,0,0.0817,0,0.0152,0,0.0942,0.0789,0,0.0042,0,0.0014,0.0291,0.0014,0,0.0332,0.0055,0,0.0083,0.0263,0.0028,0.072,0.0152,0,0.0526,0.0194,0.0402,0.0166,0,0,0,0,0.0734,0.2008,0.1066,0.0166,3082
Central Ohio Technical College,Newark,OH,1,3068,4296,7056,0.6653,0.5855,33500,31500,NULL,0,0,0,0,0.0016,0,0.0433,0.0064,0.008,0,0.0177,0,0,0,0,0.0401,0,0,0,0,0,0,0,0,0,0,0,0.1188,0.0465,0,0,0,0,0,0,0.6067,0.1108,0,3068
Central School of Practical Nursing,Independence,OH,2,118,NULL,NULL,0.7024,0.6131,38300,40100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118
Central State University,Wilberforce,OH,1,1728,6246,13928,0.8369,0.7736,26800,24300,0.3772,0,0,0,0,0.1502,0,0.0137,0,0.1195,0.0375,0.0137,0,0,0,0.0205,0,0,0.0478,0.0102,0,0,0.0171,0,0,0.0307,0,0.1092,0.1263,0.0205,0.0171,0,0,0,0,0.0239,0,0.2287,0.0137,1728
Chatfield College,Saint Martin,OH,2,318,9370,9370,0.7096,0.6932,22700,20100,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
Choffin Career  and Technical Center,Youngstown,OH,1,160,8200,8200,0.6948,0.6364,31000,31500,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0.0763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9237,0,0,160
The Christ College of Nursing and Health Sciences,Cincinnati,OH,2,712,20031,20031,0.7682,0.4299,45700,48400,0.7568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,712
Cincinnati Christian University,Cincinnati,OH,2,602,15266,15266,0.8521,0.5,34500,32000,0.5851,0,0,0,0,0,0,0,0,0.0915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8366,0,0,0.0327,0,0,0,0,0,0,0,0,0,0.0392,0,602
Cincinnati College of Mortuary Science,Cincinnati,OH,2,85,NULL,NULL,0.8765,0.5062,44800,46000,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
University of Cincinnati-Main Campus,Cincinnati,OH,1,23795,11000,26334,0.5409,0.2566,45300,38900,0.7578,0.0015,0.005,0.0145,0.0064,0.075,0,0.0246,0.0015,0.0812,0.0976,0.0054,0.0205,0.0004,0.0056,0.0182,0.0017,0,0.0461,0.0068,0,0.0184,0.019,0.0029,0,0.0147,0,0.0494,0.0531,0.011,0.0382,0,0,0,0,0.0819,0.1488,0.1401,0.0103,23795
Cincinnati State Technical and Community College,Cincinnati,OH,1,8965,3825,7393,0.5192,0.4409,31900,29100,NULL,0.0081,0,0,0,0.0007,0.0271,0.046,0.0758,0.0372,0,0.1353,0.0108,0.0014,0.0088,0,0.1624,0,0.0061,0,0,0,0.0298,0,0,0,0.0041,0,0.023,0.0061,0,0,0.0095,0.0007,0,0.0041,0.2645,0.1387,0,8965
University of Cincinnati-Clermont College,Batavia,OH,1,2816,5316,12548,0.525,0.4237,45300,38900,NULL,0,0,0,0,0,0.0205,0.0154,0,0.0547,0,0.0479,0,0,0.0222,0.0051,0.0889,0,0.0222,0,0,0.1094,0,0,0,0.0068,0.0462,0.0068,0.0786,0.0393,0.0051,0,0,0,0.0051,0,0.2308,0.1949,0,2816
University of Cincinnati-Blue Ash College,Blue Ash,OH,1,4790,6010,14808,0.5475,0.4264,45300,38900,NULL,0,0,0,0,0.005,0.0468,0.0067,0.0067,0.0518,0,0.0167,0,0,0,0,0.0518,0,0.01,0,0,0.0452,0.0017,0,0,0.0033,0.005,0.0134,0.0435,0.0151,0,0,0,0,0,0.0468,0.4816,0.1488,0,4790
Ohio Christian University,Circleville,OH,2,3306,17720,17720,0.606,0.4943,38300,34100,0.654,0.0042,0,0,0,0,0,0,0,0.0188,0,0,0,0,0,0,0.0667,0,0,0,0,0,0.0083,0,0.3396,0,0,0.0979,0.0083,0,0.0042,0,0,0,0,0,0.1417,0.3104,0,3306
Clark State Community College,Springfield,OH,1,4844,3359,6271,0.5429,0.519,29500,26300,NULL,0.0117,0,0,0,0,0,0.0287,0,0.0072,0.0018,0.0063,0,0,0.0009,0,0.0475,0,0,0,0,0,0,0,0,0,0,0,0.2108,0.0341,0.0009,0,0,0,0,0.0108,0.5605,0.0789,0,4844
Scott College of Cosmetology,Wheeling,WV,3,77,NULL,NULL,0.4961,0.5276,18800,14800,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
Cleveland Institute of Art,Cleveland,OH,2,551,37565,37565,0.7648,0.4022,40000,33800,0.6699,0,0,0,0,0,0.0496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8843,0.0661,0,0,551
Cleveland Institute of Dental-Medical Assistants-Cleveland,Cleveland,OH,3,89,NULL,NULL,0.8492,0.8123,22800,21600,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,89
Cleveland Institute of Music,Cleveland,OH,2,236,46027,46027,0.4351,0.159,52400,38200,0.4389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236
Cleveland State University,Cleveland,OH,1,11308,9686,12928,0.6196,0.4318,43300,38600,0.8421,0,0.0129,0,0.0004,0.0613,0,0.0098,0,0.0688,0.0608,0.012,0.0102,0,0,0.0222,0.0075,0,0.0377,0.012,0,0,0.0049,0.0067,0,0.0102,0.0031,0.099,0,0.0528,0.1106,0,0,0,0,0.0484,0.1781,0.1616,0.0089,11308
Columbiana County Career and Technical Center,Lisbon,OH,1,135,5730,5730,0,0.9579,25900,24400,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0.4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1303,0,0,0.419,0,0,135
Bradford School,Columbus,OH,3,443,13980,13980,0.9244,0.6489,26300,25000,NULL,0,0,0,0,0,0,0.0307,0.3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648,0.4744,0.0307,0,443
Columbus College of Art and Design,Columbus,OH,2,1193,30390,30390,0.6803,0.3813,36600,31700,0.8864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1193
Columbus State Community College,Columbus,OH,1,12519,3808,8430,0.526,0.3748,34600,31200,NULL,0,0,0,0,0,0.0114,0.0264,0.0103,0,0,0.0617,0.0091,0.0304,0.0173,0,0.2395,0,0,0,0,0.0019,0.0116,0,0,0,0,0,0.014,0,0,0,0.0105,0.006,0,0.0739,0.3722,0.1038,0,12519
Cuyahoga Community College District,Cleveland,OH,1,14466,3136,7468,0.2617,0.4516,31300,27600,NULL,0.0038,0,0.0008,0,0.0027,0.009,0.0159,0.0162,0.0107,0.0014,0.0386,0.0049,0,0.0181,0,0.4166,0,0,0,0,0.0014,0.0041,0,0,0,0,0,0.0162,0.0005,0,0.0022,0.0011,0.0118,0,0.0211,0.3032,0.0997,0,14466
Davis College,Toledo,OH,3,190,14130,14130,0.8716,0.7936,27700,25600,NULL,0,0,0,0,0,0,0.0727,0,0.1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909,0.4545,0.2364,0,190
Dayton Barber College,Miamisburg,OH,3,55,NULL,NULL,0,0.9231,12900,9500,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
University of Dayton,Dayton,OH,2,8305,37230,37230,0.4905,0.1159,56800,50600,0.5901,0,0,0,0.0017,0.082,0,0.0058,0,0.0995,0.1385,0.039,0.0047,0.0012,0,0.0227,0.0076,0,0.0588,0.0047,0,0.0244,0.0233,0.0105,0,0.0058,0,0.0558,0.0215,0,0.0372,0,0,0,0,0.0285,0.0809,0.2339,0.0122,8305
Defiance College,Defiance,OH,2,801,29916,29916,0.8105,0.4451,40600,37800,0.6469,0,0,0,0,0.0055,0,0.0497,0,0.1436,0,0,0,0,0,0.0166,0.0055,0,0.011,0,0,0,0.1326,0.0221,0.0166,0,0,0.0387,0.1271,0.0773,0,0,0,0,0,0.0442,0.0773,0.2265,0.0055,801
Denison University,Granville,OH,2,2265,45670,45670,0.5193,0.1843,57100,49500,0.5553,0,0.0347,0,0.0347,0.1137,0,0.0077,0,0.0424,0,0,0.0424,0,0,0.0713,0,0,0.1137,0.0135,0,0,0,0.0443,0,0.0366,0,0.0983,0,0,0.2466,0,0,0,0,0.0655,0,0,0.0347,2265
Eastern Hills Academy of Hair Design,Cincinnati,OH,3,58,NULL,NULL,0.8632,0.8632,21800,18900,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
Edison State Community College,Piqua,OH,1,1971,4219,7828,0.2833,0.415,30600,26200,NULL,0,0,0,0,0.0019,0,0.1205,0,0.0019,0,0.1224,0,0.0207,0.0113,0,0.1676,0,0,0,0,0,0,0,0,0,0,0,0.0433,0.0207,0,0,0.0094,0,0,0.0132,0.3126,0.1544,0,1971
EHOVE Career Center,Milan,OH,1,326,NULL,NULL,0.5824,0.5608,31700,29900,NULL,0,0,0,0,0,0,0,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1101,0,0,0,0.0145,0.0174,0,0,0.8493,0,0,326
Bryant & Stratton College-Cleveland,Cleveland,OH,3,475,16025,16025,0.9193,0.9062,24300,22400,NULL,0,0,0,0,0,0,0.0769,0,0,0,0.0615,0,0,0.0385,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2154,0,0,0,0,0,0,0,0.3308,0.2769,0,475
Regency Beauty Institute-Cleveland,Willoughby,OH,3,98,NULL,NULL,0.8757,0.8701,PrivacySuppressed,PrivacySuppressed,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
The University of Findlay,Findlay,OH,2,2767,30640,30640,0.491,0.1978,46000,40800,0.7197,0.1439,0,0,0,0.0166,0.0129,0.0258,0,0.0756,0,0.0332,0.0074,0,0.0111,0.0129,0,0,0.0461,0.0129,0,0,0.0683,0,0.0055,0,0,0.0277,0.0314,0.0221,0.0166,0,0,0,0,0.0148,0.2528,0.1568,0.0055,2767
Franklin University,Columbus,OH,2,4592,11161,11161,0.6554,0.4604,50500,47300,NULL,0,0,0,0,0.0212,0,0.0841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055,0,0,0,0,0,0.0362,0.0385,0,0.0055,0,0,0,0,0.0094,0.1022,0.6973,0,4592
Gerbers Akron Beauty School,Akron,OH,3,60,NULL,NULL,0.0588,0.6706,20700,18400,NULL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Gods Bible School and College,Cincinnati,OH,2,257,7010,7010,0.186,0.3754,31300,27900,1,0,0,0,0,0,0,0,0,0.3478,0,0,0,0.1087,0,0,0.1304,0,0,0,0,0,0,0,0.3913,0,0,0,0,0,0,0,0,0,0,0,0,0.0217,0,257
Good Samaritan College of Nursing and Health Science,Cincinnati,OH,2,353,19420,19420,0.7887,0.4535,43800,43700,0.7885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,353
Great Oaks Career Campuses,Cincinnati,OH,1,230,NULL,NULL,0.6253,0.5109,40600,40900,NULL,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2384,0,0,0.0391,0.3167,0.1032,0,0,0.2135,0,0,230
Hannah E Mullins School of Practical Nursing,Salem,OH,1,73,NULL,NULL,0.7857,0.8214,33200,33900,0.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,73
Adult and Community Education-Hudson,Columbus,OH,1,109,NULL,NULL,0.9483,0.9195,38800,33800,0.8462,0,0,0,0,0,0,0,0,0,0,0.0698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9302,0,0,109
Hebrew Union College-Jewish Institute of Religion,New York,NY,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Heidelberg University,Tiffin,OH,2,1096,27480,27480,0.8509,0.4327,39600,36200,0.7506,0,0.0173,0,0,0.0433,0,0.0087,0,0.1385,0,0,0.013,0,0,0.0433,0,0,0.0779,0.013,0,0.0043,0.0649,0.0087,0,0.0476,0,0.1212,0.0823,0,0.0606,0,0,0,0,0.0433,0.0346,0.1429,0.0346,1096
Hiram College,Hiram,OH,2,1217,30290,30290,0.7654,0.4396,42700,37000,0.6208,0,0.0299,0,0,0.0299,0,0.0187,0,0.056,0,0,0,0,0,0.0485,0.0149,0,0.1455,0.0112,0,0,0,0.0112,0,0.0149,0,0.0709,0,0,0.0933,0,0,0,0,0.0597,0.0933,0.291,0.0112,1217
Hobart Institute of Welding Technology,Troy,OH,2,322,NULL,NULL,0.3119,0.2779,50400,44800,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,322
Hocking College,Nelsonville,OH,1,3345,4390,8780,0.7477,0.5511,31700,29200,NULL,0.0255,0.1612,0,0,0,0.0064,0.017,0.0361,0.0117,0,0.035,0,0,0,0,0.0212,0,0,0,0,0,0.0053,0,0,0.0064,0,0,0.0594,0,0,0,0,0,0.2471,0.0095,0.2948,0.0636,0,3345
American School of Technology,Columbus,OH,3,280,NULL,NULL,0.4991,0.4805,24500,21700,NULL,0,0,0,0,0,0,0,0,0,0,0.0162,0,0,0,0,0,0,0,0,0,0,0.0324,0,0,0,0,0,0,0,0,0,0.5568,0,0,0,0.3676,0.027,0,280
Ross Medical Education Center-Cincinnati,Cincinnati,OH,3,122,NULL,NULL,0.5175,0.6623,26500,26900,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122
International College of Broadcasting,Dayton,OH,3,74,12569,12569,0.9625,0.9875,24500,22900,NULL,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,74
ITT Technical Institute-Dayton,Dayton,OH,3,309,18048,18048,0.8092,0.7928,42800,38800,0.7763,0,0,0,0,0,0,0.4302,0,0,0,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186,0,0,0,0,0,0,0.0465,0.0233,0,0,309
Eastern Gateway Community College,Steubenville,OH,1,2514,3405,4350,0.3579,0.5704,27800,23900,NULL,0,0,0,0,0,0,0.0588,0,0.0308,0,0.0588,0,0,0.014,0,0.1176,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0.0112,0,0.0196,0,0,0.4118,0.1653,0,2514
John Carroll University,University Heights,OH,2,3069,35800,35800,0.6707,0.253,56600,50400,0.8291,0,0,0,0.0048,0.1276,0,0.0175,0,0.0319,0.008,0,0,0,0,0.0606,0.0016,0,0.0893,0.0096,0,0.0096,0.0447,0.0207,0,0.0542,0,0.0973,0,0,0.1021,0,0,0,0,0.0048,0,0.2839,0.0319,3069
Hondros College,Westerville,OH,3,1924,19220,19220,0.8976,0.7253,PrivacySuppressed,PrivacySuppressed,0.8926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1924
Casal Aveda Institute,Austintown,OH,3,60,NULL,NULL,0.5816,0.6234,20900,20000,0.9722,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
Kent State University at Ashtabula,Ashtabula,OH,1,2128,5664,13624,0.6978,0.591,39700,36000,NULL,0.0123,0,0,0,0,0,0.0346,0,0,0,0,0,0.0025,0,0,0.2691,0,0,0,0,0,0,0,0,0,0,0,0.0074,0,0,0,0,0,0,0,0.5432,0.1309,0,2128
Kent State University at East Liverpool,East Liverpool,OH,1,1370,5664,13624,0.6557,0.5522,39700,36000,NULL,0,0,0,0,0,0,0.0078,0,0,0,0,0,0,0,0,0.0938,0,0,0,0,0,0,0,0,0,0,0,0.0703,0,0,0,0,0,0,0,0.7969,0.0313,0,1370
Kent State University at Stark,Canton,OH,1,4449,5664,13624,0.69,0.5197,39700,36000,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8585,0,0,0,0,0,0,0,0,0,0,0,0.0991,0,0,0,0,0,0,0.0425,0,0,0,4449
Kent State University at Trumbull,Warren,OH,1,2711,5664,13624,0.7172,0.595,39700,36000,NULL,0,0.0085,0,0,0,0,0.1282,0,0,0,0.0855,0,0,0.0171,0,0.4188,0,0,0,0,0,0,0,0,0,0,0,0.0427,0,0,0,0,0,0,0,0.0171,0.2821,0,2711
Kent State University at Tuscarawas,New Philadelphia,OH,1,1942,5664,13624,0.5907,0.4837,39700,36000,NULL,0,0,0,0,0,0,0.0691,0,0.0873,0,0.16,0,0,0,0,0.2182,0,0,0,0,0,0,0,0,0,0,0,0.0291,0,0,0,0,0,0,0,0.3382,0.0982,0,1942
Kent State University at Salem,Salem,OH,1,1686,5664,13624,0.6543,0.4978,39700,36000,NULL,0.0382,0,0,0,0,0,0.0382,0,0.1069,0,0,0,0,0,0,0.1069,0,0,0,0,0,0,0,0,0,0,0,0.0305,0,0,0,0,0,0,0,0.6183,0.0611,0,1686
Kent State University at Kent,Kent,OH,1,22530,10012,17972,0.6208,0.3328,39700,36000,0.8438,0,0,0.0207,0.0006,0.0861,0,0.0234,0,0.0972,0.0015,0.0184,0.0078,0.0297,0.0032,0.0274,0.0154,0,0.0416,0.0057,0,0.0023,0.0255,0.0015,0,0.0143,0,0.0574,0.0356,0,0.0274,0,0,0,0.0146,0.0586,0.1818,0.1905,0.0118,22530
Kent State University at Geauga,Burton,OH,1,2491,5664,13624,0.552,0.4041,39700,36000,NULL,0.0071,0,0,0,0,0,0.0638,0,0,0,0,0,0,0,0,0.3759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5532,0,0,2491
Kenyon College,Gambier,OH,2,1651,47330,47330,0.2985,0.0968,51200,44700,0.2506,0,0,0,0.0064,0,0,0,0,0,0,0,0.0427,0,0,0.1047,0,0,0.109,0.0235,0,0.0897,0,0.0491,0,0.0214,0,0.062,0,0,0.2885,0,0,0,0,0.1453,0,0,0.0577,1651
Kettering College,Kettering,OH,2,668,10440,10440,0.7063,0.365,59700,54000,0.9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,668
Lake Erie College,Painesville,OH,2,761,28354,28354,0.6768,0.3731,34700,31600,0.6936,0.0867,0,0,0,0.052,0,0,0,0.1387,0,0,0.0231,0,0.0116,0.0116,0,0,0.1792,0.0173,0,0,0.0289,0,0,0.0231,0,0.0636,0.0347,0,0.0289,0,0,0,0,0.0405,0,0.2543,0.0058,761
Lakeland Community College,Kirtland,OH,1,6191,3316,9205,0.3065,0.3782,35600,32200,NULL,0,0,0,0,0,0,0.2924,0,0,0,0.0364,0.0012,0.0099,0.0216,0,0.2881,0,0,0.0006,0,0,0,0,0,0,0.0068,0,0.0389,0.0074,0.0025,0,0,0,0,0.0142,0.1949,0.0851,0,6191
O C Collins Career Center,Chesapeake,OH,1,452,NULL,NULL,0.7368,0.878,32700,30500,NULL,0,0,0,0,0,0,0,0.0065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1521,0,0,0.0518,0.0421,0.0518,0,0,0.6958,0,0,452
James A Rhodes State College,Lima,OH,1,2627,4045,8090,0.3937,0.444,33200,32100,NULL,0,0,0,0,0,0,0.075,0,0.0322,0.0015,0.0567,0,0,0.0107,0,0.0168,0,0,0,0,0.0107,0,0,0,0,0,0,0.0322,0.0337,0,0,0,0,0,0,0.5544,0.1761,0,2627
Ohio Business College-Sheffield,Sheffield Village,OH,3,420,8500,8500,0.9565,0.8792,23600,22400,NULL,0,0,0,0,0,0,0,0,0,0,0.0798,0,0,0.0585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7021,0.1596,0,420
Ohio Business College-Sandusky,Sandusky,OH,3,264,8500,8500,0.9631,0.8745,23600,22400,NULL,0,0,0,0,0,0,0.0536,0,0,0,0.0893,0,0,0.1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4018,0.2857,0,264
